"what","mean_mins","q0","q1","q10","q20","q30","q40","q50","q60","q70","q80","q90","q99","q100"
"From start of block to when 2qs was triggered",8.09135267524846,0.00953333377838135,0.0796904995044072,0.0950166662534078,0.102843333880107,0.113399998346965,0.120033331712087,0.127291667461395,0.137399999300639,0.18278666694959,1.90566333452862,27.8758050000667,112.118700665633,170.949566666285
"From when 2qs was triggered to when 2qs was completed or closed",1.0954916447744,0.0359333316485087,0.155204330523809,0.278329999446869,0.346459999879201,0.416096664269765,0.512270001570384,0.701033333937327,1.45944333473841,2.00623666763306,2.01409666617711,2.02466666460037,2.07528499825795,4.39661666552226
"From when 2qs was completed or closed to micro-randomization",0.522682673836329,-0.593366666634877,0.121062332630157,0.155056668519974,0.167196665604909,0.172503331899643,0.176096666653951,0.180008331934611,0.184536666870117,0.191563332478205,0.202759998639425,0.243681664864222,6.16333633319542,48.0480333328247
"From micro-randomization to when EMA was delivered",61.6303127501876,60.0113499999046,60.0951056668758,60.1172333359718,60.1248766676585,60.1296399998665,60.1345666654905,60.1392499963442,60.1445133328438,60.1521500015259,60.1708699989319,61.1504399983088,95.3655630009174,137.145733336608
"From when EMA was delivered and when EMA was completed or closed",6.12763773403143,1.05746666590373,1.42279566836357,1.9304133327802,2.25819666624069,2.58691666762034,2.95575999975204,3.40833333333333,3.95853000084559,4.85359333356221,6.81442333459855,11.8164266649882,42.7177756671905,83.7271833340327
