"n_male","pct_male","n_latino","pct_latino","n_not_latino","pct_not_latino","n_not_latino_and_black","pct_not_latino_and_black","n_not_latino_and_other","pct_not_latino_and_other","n_not_latino_and_white","pct_not_latino_and_white","n_has_partner","pct_has_partner"
46,37.3983739837398,26,21.1382113821138,97,0.788617886178862,26,21.1382113821138,4,3.2520325203252,67,54.4715447154472,50,42.7350427350427
